,month,state,permit,permit_recheck,handgun,long_gun,other,multiple,admin,prepawn_handgun,prepawn_long_gun,prepawn_other,redemption_handgun,redemption_long_gun,redemption_other,returned_handgun,returned_long_gun,returned_other,rentals_handgun,rentals_long_gun,private_sale_handgun,private_sale_long_gun,private_sale_other,return_to_seller_handgun,return_to_seller_long_gun,return_to_seller_other,totals
1753,2017-07,Vermont,0.0,0.0,1127.0,1012.0,87.0,47,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2275
1754,2017-07,Virgin Islands,103.0,0.0,39.0,6.0,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,151
1755,2017-07,Virginia,1139.0,0.0,20688.0,13381.0,971.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36183
1756,2017-07,Washington,10910.0,58.0,12872.0,8636.0,1503.0,565,0.0,5.0,6.0,1.0,1158.0,901.0,2.0,383.0,105.0,6.0,0.0,0.0,708.0,502.0,36.0,7.0,5.0,0.0,38369
1757,2017-07,West Virginia,1798.0,0.0,4860.0,4535.0,231.0,328,6.0,12.0,20.0,0.0,1060.0,1074.0,2.0,2.0,1.0,3.0,0.0,0.0,24.0,14.0,0.0,0.0,0.0,0.0,13970
1758,2017-07,Wisconsin,10275.0,0.0,11537.0,9946.0,585.0,44,0.0,0.0,0.0,3.0,154.0,221.0,10.0,36.0,18.0,3.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,32846
1759,2017-07,Wyoming,279.0,9.0,1231.0,1395.0,82.0,77,11.0,1.0,1.0,1.0,142.0,163.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,3398
1760,2017-06,Alabama,19508.0,89.0,8275.0,4782.0,254.0,334,0.0,11.0,11.0,2.0,1362.0,1029.0,2.0,0.0,0.0,0.0,0.0,0.0,16.0,9.0,0.0,1.0,1.0,1.0,35687
1761,2017-06,Alaska,242.0,2.0,2909.0,2254.0,225.0,190,0.0,5.0,3.0,0.0,239.0,194.0,1.0,18.0,28.0,1.0,0.0,0.0,19.0,22.0,0.0,0.0,1.0,0.0,6353
1762,2017-06,Arizona,6505.0,157.0,11507.0,6726.0,947.0,606,0.0,4.0,5.0,0.0,1246.0,492.0,4.0,97.0,7.0,0.0,0.0,0.0,31.0,14.0,10.0,0.0,1.0,0.0,28359
1763,2017-06,Arkansas,3033.0,778.0,5634.0,4070.0,190.0,292,26.0,8.0,8.0,0.0,1172.0,1374.0,1.0,0.0,0.0,0.0,0.0,0.0,15.0,12.0,0.0,0.0,1.0,0.0,16614
1764,2017-06,California,60142.0,0.0,42726.0,23807.0,2763.0,0,0.0,0.0,0.0,0.0,436.0,308.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130187
1765,2017-06,Colorado,4920.0,0.0,17781.0,11298.0,1151.0,1038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,231.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36459
1766,2017-06,Connecticut,8290.0,0.0,6203.0,1765.0,243.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,16504
1767,2017-06,Delaware,533.0,0.0,1724.0,1082.0,74.0,66,0.0,1.0,0.0,0.0,41.0,17.0,4.0,0.0,0.0,0.0,0.0,0.0,60.0,28.0,3.0,1.0,0.0,0.0,3634
1768,2017-06,District of Columbia,17.0,0.0,52.0,5.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74
1769,2017-06,Florida,18831.0,0.0,52114.0,19380.0,3260.0,2012,3.0,6.0,3.0,0.0,3343.0,1170.0,5.0,316.0,42.0,2.0,0.0,0.0,12.0,6.0,1.0,0.0,0.0,2.0,100508
1770,2017-06,Georgia,15591.0,0.0,13617.0,6474.0,394.0,497,0.0,20.0,14.0,0.0,1973.0,1255.0,6.0,0.0,0.0,0.0,0.0,0.0,19.0,12.0,2.0,0.0,0.0,0.0,39874
1771,2017-06,Guam,0.0,0.0,94.0,42.0,8.0,10,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,156
1772,2017-06,Hawaii,1082.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1083
1773,2017-06,Idaho,11559.0,3.0,3645.0,3698.0,184.0,184,1.0,3.0,5.0,1.0,408.0,480.0,1.0,40.0,10.0,0.0,0.0,0.0,8.0,8.0,2.0,0.0,1.0,0.0,20241
1774,2017-06,Illinois,14883.0,67331.0,21394.0,9491.0,0.0,790,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113889
1775,2017-06,Indiana,19163.0,0.0,18351.0,9706.0,1093.0,528,226.0,0.0,2.0,0.0,53.0,448.0,13.0,8.0,0.0,1.0,0.0,0.0,60.0,31.0,4.0,2.0,0.0,0.0,49689
1776,2017-06,Iowa,5638.0,856.0,98.0,1641.0,36.0,3,7.0,0.0,1.0,0.0,0.0,45.0,0.0,16.0,4.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,8352
1777,2017-06,Kansas,2400.0,5.0,5625.0,3788.0,355.0,280,0.0,3.0,1.0,0.0,623.0,344.0,5.0,21.0,6.0,0.0,0.0,0.0,9.0,19.0,0.0,0.0,1.0,0.0,13485
1778,2017-06,Kentucky,373842.0,0.0,8765.0,5223.0,265.0,469,0.0,5.0,6.0,1.0,1917.0,1453.0,2.0,4.0,2.0,0.0,0.0,0.0,31.0,17.0,0.0,0.0,0.0,0.0,392002
1779,2017-06,Louisiana,2011.0,0.0,11706.0,6324.0,859.0,540,0.0,0.0,3.0,0.0,1154.0,860.0,3.0,0.0,0.0,0.0,0.0,0.0,20.0,15.0,0.0,2.0,0.0,0.0,23497
1780,2017-06,Maine,567.0,0.0,3064.0,2188.0,210.0,155,1.0,0.0,0.0,0.0,122.0,136.0,0.0,5.0,10.0,1.0,0.0,0.0,11.0,4.0,0.0,0.0,0.0,0.0,6474
1781,2017-06,Mariana Islands,0.0,0.0,9.0,2.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12
1782,2017-06,Maryland,2477.0,0.0,3968.0,3963.0,250.0,19,0.0,1.0,1.0,1.0,50.0,124.0,3.0,53.0,17.0,0.0,0.0,0.0,0.0,9.0,2.0,3.0,0.0,4.0,10945
1783,2017-06,Massachusetts,7347.0,0.0,5612.0,2287.0,329.0,149,4.0,0.0,0.0,0.0,6.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,60.0,29.0,14.0,1.0,0.0,0.0,15841
1784,2017-06,Michigan,17225.0,10.0,11170.0,7578.0,463.0,200,0.0,0.0,1.0,0.0,11.0,265.0,0.0,99.0,33.0,0.0,0.0,0.0,20.0,11.0,1.0,0.0,1.0,0.0,37088
1785,2017-06,Minnesota,29559.0,0.0,6258.0,7505.0,515.0,286,0.0,3.0,1.0,0.0,212.0,349.0,2.0,19.0,11.0,1.0,0.0,0.0,18.0,33.0,1.0,0.0,2.0,0.0,44775
1786,2017-06,Mississippi,1783.0,0.0,7987.0,4029.0,268.0,382,0.0,29.0,17.0,0.0,1557.0,1081.0,3.0,0.0,0.0,0.0,0.0,0.0,6.0,12.0,0.0,0.0,0.0,0.0,17154
1787,2017-06,Missouri,730.0,0.0,19459.0,11470.0,1200.0,935,0.0,9.0,6.0,1.0,1588.0,1041.0,7.0,154.0,16.0,0.0,0.0,0.0,70.0,51.0,10.0,1.0,3.0,1.0,36752
1788,2017-06,Montana,1518.0,0.0,3026.0,3727.0,162.0,212,7.0,2.0,2.0,0.0,481.0,736.0,0.0,13.0,0.0,1.0,0.0,0.0,3.0,8.0,0.0,1.0,1.0,1.0,9901
1789,2017-06,Nebraska,2799.0,14.0,99.0,1261.0,22.0,2,0.0,0.0,0.0,0.0,8.0,46.0,0.0,5.0,4.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,4265
1790,2017-06,Nevada,2895.0,0.0,4449.0,2337.0,242.0,219,0.0,0.0,0.0,0.0,334.0,126.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10602
1791,2017-06,New Hampshire,1659.0,0.0,4836.0,2412.0,164.0,2,17.0,0.0,0.0,0.0,0.0,10.0,0.0,62.0,10.0,4.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,9184
1792,2017-06,New Jersey,0.0,0.0,5022.0,2586.0,182.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7790
1793,2017-06,New Mexico,1140.0,0.0,5152.0,3486.0,421.0,261,0.0,1.0,1.0,0.0,450.0,425.0,0.0,49.0,0.0,0.0,0.0,0.0,7.0,2.0,0.0,0.0,2.0,1.0,11398
1794,2017-06,New York,2602.0,1082.0,10784.0,11309.0,921.0,196,0.0,0.0,0.0,0.0,16.0,14.0,2.0,14.0,30.0,1.0,0.0,4.0,399.0,273.0,18.0,8.0,2.0,2.0,27677
1795,2017-06,North Carolina,23048.0,0.0,1581.0,9570.0,558.0,228,0.0,10.0,10.0,0.0,2134.0,1979.0,5.0,0.0,0.0,0.0,1.0,0.0,13.0,27.0,3.0,1.0,1.0,0.0,39169
1796,2017-06,North Dakota,1159.0,0.0,1426.0,1942.0,97.0,59,9.0,0.0,0.0,0.0,93.0,130.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,8.0,4.0,0.0,0.0,2.0,4939
1797,2017-06,Ohio,11147.0,347.0,23703.0,13536.0,1324.0,973,0.0,6.0,5.0,0.0,1356.0,670.0,6.0,16.0,4.0,0.0,0.0,0.0,40.0,23.0,2.0,4.0,0.0,2.0,53164
1798,2017-06,Oklahoma,0.0,0.0,11872.0,7459.0,942.0,778,0.0,8.0,16.0,0.0,1879.0,1583.0,10.0,0.0,0.0,0.0,0.0,0.0,33.0,43.0,7.0,1.0,1.0,0.0,24632
1799,2017-06,Oregon,4087.0,42.0,13632.0,9218.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27103
1800,2017-06,Pennsylvania,22674.0,0.0,41408.0,11117.0,200.0,0,203.0,0.0,0.0,0.0,0.0,0.0,0.0,497.0,102.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76201
1801,2017-06,Puerto Rico,0.0,0.0,1339.0,211.0,32.0,35,0.0,0.0,2.0,1.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1631
1802,2017-06,Rhode Island,0.0,0.0,1053.0,592.0,65.0,151,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,20.0,7.0,0.0,1.0,3.0,0.0,1899
1803,2017-06,South Carolina,13761.0,578.0,11431.0,4533.0,473.0,445,0.0,24.0,11.0,1.0,1076.0,571.0,6.0,55.0,3.0,1.0,0.0,0.0,15.0,7.0,3.0,0.0,0.0,1.0,32995
1804,2017-06,South Dakota,1266.0,0.0,2215.0,2458.0,244.0,142,0.0,1.0,1.0,0.0,149.0,204.0,2.0,0.0,0.0,0.0,0.0,0.0,6.0,12.0,3.0,1.0,0.0,0.0,6704
1805,2017-06,Tennessee,16722.0,0.0,23369.0,11558.0,1237.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,8.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52959
1806,2017-06,Texas,23877.0,0.0,48895.0,29119.0,3000.0,2307,0.0,27.0,16.0,0.0,6712.0,3899.0,38.0,76.0,6.0,0.0,0.0,0.0,55.0,44.0,10.0,2.0,7.0,1.0,118091
1807,2017-06,Utah,14721.0,39.0,3307.0,2989.0,208.0,0,0.0,0.0,3.0,0.0,279.0,351.0,3.0,150.0,53.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22138
1808,2017-06,Vermont,0.0,0.0,1296.0,973.0,71.0,41,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2382
1809,2017-06,Virgin Islands,126.0,0.0,25.0,2.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,153
1810,2017-06,Virginia,728.0,0.0,22416.0,12706.0,959.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36838
1811,2017-06,Washington,12964.0,49.0,16674.0,9805.0,1694.0,604,4.0,6.0,10.0,2.0,1232.0,981.0,3.0,482.0,112.0,7.0,0.0,0.0,763.0,574.0,33.0,15.0,9.0,0.0,46023
1812,2017-06,West Virginia,1889.0,0.0,5409.0,4165.0,229.0,328,3.0,17.0,20.0,0.0,1202.0,1171.0,2.0,16.0,0.0,3.0,0.0,0.0,26.0,18.0,0.0,0.0,0.0,0.0,14498
1813,2017-06,Wisconsin,11645.0,0.0,13463.0,9959.0,640.0,41,0.0,0.0,0.0,1.0,165.0,268.0,3.0,48.0,19.0,2.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,36267
1814,2017-06,Wyoming,350.0,16.0,1520.0,1544.0,107.0,85,0.0,2.0,2.0,0.0,166.0,173.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,0.0,0.0,0.0,0.0,3975
1815,2017-05,Alabama,18538.0,313.0,7198.0,4559.0,254.0,309,0.0,5.0,15.0,0.0,1172.0,938.0,4.0,0.0,0.0,0.0,0.0,0.0,12.0,11.0,1.0,0.0,1.0,1.0,33331
1816,2017-05,Alaska,247.0,0.0,2851.0,2459.0,216.0,170,0.0,6.0,1.0,0.0,205.0,161.0,2.0,24.0,23.0,0.0,0.0,0.0,39.0,34.0,2.0,1.0,0.0,1.0,6442
1817,2017-05,Arizona,6628.0,136.0,12002.0,6555.0,951.0,621,0.0,6.0,4.0,1.0,1119.0,551.0,4.0,98.0,7.0,0.0,0.0,0.0,32.0,13.0,4.0,1.0,1.0,0.0,28734
1818,2017-05,Arkansas,4137.0,666.0,5181.0,3981.0,217.0,275,52.0,8.0,5.0,0.0,965.0,1228.0,3.0,0.0,0.0,0.0,0.0,0.0,11.0,17.0,1.0,0.0,2.0,0.0,16749
1819,2017-05,California,58722.0,0.0,42442.0,24495.0,2760.0,0,0.0,0.0,0.0,0.0,433.0,445.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129307
1820,2017-05,Colorado,5408.0,0.0,17085.0,11165.0,1102.0,988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,211.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36008
1821,2017-05,Connecticut,8101.0,0.0,5951.0,1862.0,222.0,0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16149
1822,2017-05,Delaware,863.0,0.0,1752.0,1087.0,69.0,72,1.0,2.0,1.0,0.0,47.0,33.0,3.0,0.0,0.0,0.0,0.0,0.0,58.0,22.0,1.0,0.0,0.0,1.0,4012
1823,2017-05,District of Columbia,10.0,0.0,66.0,4.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82
1824,2017-05,Florida,19014.0,0.0,49700.0,18476.0,3001.0,1907,4.0,9.0,2.0,0.0,2882.0,1129.0,10.0,356.0,52.0,0.0,0.0,0.0,10.0,3.0,0.0,1.0,0.0,0.0,96556
1825,2017-05,Georgia,14860.0,0.0,12163.0,6211.0,406.0,442,0.0,25.0,12.0,0.0,1633.0,1119.0,6.0,1.0,0.0,0.0,0.0,0.0,14.0,11.0,0.0,0.0,2.0,0.0,36905
1826,2017-05,Guam,0.0,0.0,93.0,49.0,7.0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,157
1827,2017-05,Hawaii,1114.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1117
1828,2017-05,Idaho,4933.0,5.0,3267.0,3699.0,194.0,181,3.0,4.0,2.0,0.0,304.0,406.0,1.0,23.0,10.0,0.0,0.0,0.0,15.0,15.0,2.0,0.0,1.0,0.0,13065
1829,2017-05,Illinois,14857.0,74619.0,22244.0,9252.0,0.0,774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,121746
1830,2017-05,Indiana,24235.0,0.0,18110.0,9483.0,1060.0,618,249.0,1.0,3.0,0.0,50.0,407.0,11.0,18.0,0.0,0.0,0.0,0.0,65.0,26.0,5.0,3.0,1.0,2.0,54347
1831,2017-05,Iowa,6872.0,1268.0,196.0,1759.0,53.0,3,0.0,0.0,0.0,0.0,1.0,45.0,0.0,26.0,7.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,10232
1832,2017-05,Kansas,1933.0,3.0,5022.0,3818.0,369.0,295,0.0,5.0,3.0,0.0,540.0,301.0,6.0,20.0,3.0,0.0,0.0,0.0,9.0,8.0,1.0,0.0,1.0,0.0,12337
1833,2017-05,Kentucky,374078.0,0.0,8690.0,5378.0,223.0,433,0.0,5.0,8.0,0.0,1595.0,1292.0,2.0,4.0,2.0,0.0,0.0,0.0,17.0,9.0,1.0,1.0,2.0,0.0,391740
1834,2017-05,Louisiana,1574.0,0.0,10362.0,6302.0,731.0,544,0.0,2.0,1.0,0.0,1002.0,745.0,3.0,0.0,0.0,0.0,0.0,0.0,30.0,10.0,1.0,0.0,3.0,1.0,21311
1835,2017-05,Maine,751.0,0.0,3236.0,2540.0,224.0,184,1.0,0.0,0.0,0.0,102.0,136.0,1.0,8.0,4.0,0.0,0.0,0.0,7.0,5.0,0.0,0.0,1.0,0.0,7200
1836,2017-05,Mariana Islands,0.0,0.0,10.0,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12
1837,2017-05,Maryland,2378.0,0.0,4539.0,4244.0,212.0,30,0.0,0.0,0.0,0.0,48.0,133.0,4.0,41.0,19.0,0.0,0.0,0.0,0.0,10.0,1.0,0.0,1.0,0.0,11660
1838,2017-05,Massachusetts,8372.0,1.0,5100.0,2526.0,359.0,164,0.0,1.0,0.0,0.0,8.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,56.0,45.0,11.0,1.0,2.0,0.0,16651
1839,2017-05,Michigan,20040.0,18.0,10483.0,7055.0,402.0,191,1.0,3.0,2.0,1.0,9.0,219.0,0.0,76.0,13.0,0.0,0.0,0.0,21.0,9.0,2.0,2.0,1.0,0.0,38548
1840,2017-05,Minnesota,38515.0,0.0,7916.0,7597.0,631.0,327,0.0,0.0,0.0,0.0,197.0,333.0,4.0,10.0,14.0,0.0,0.0,0.0,11.0,14.0,0.0,0.0,1.0,0.0,55570
1841,2017-05,Mississippi,1743.0,0.0,7002.0,3938.0,277.0,326,0.0,30.0,20.0,0.0,1363.0,956.0,2.0,0.0,0.0,0.0,0.0,0.0,8.0,12.0,2.0,0.0,0.0,1.0,15680
1842,2017-05,Missouri,685.0,0.0,18290.0,11468.0,1067.0,857,0.0,9.0,4.0,0.0,1338.0,917.0,4.0,174.0,41.0,2.0,0.0,0.0,72.0,27.0,8.0,1.0,0.0,1.0,34965
1843,2017-05,Montana,1460.0,0.0,2660.0,3762.0,170.0,199,8.0,2.0,2.0,0.0,406.0,663.0,0.0,43.0,16.0,1.0,0.0,0.0,6.0,11.0,1.0,2.0,4.0,2.0,9418
1844,2017-05,Nebraska,3517.0,37.0,109.0,1256.0,23.0,5,0.0,0.0,2.0,0.0,2.0,58.0,0.0,9.0,4.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,5025
1845,2017-05,Nevada,2017.0,0.0,4630.0,2288.0,242.0,234,0.0,0.0,1.0,0.0,252.0,139.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9803
1846,2017-05,New Hampshire,1503.0,0.0,4614.0,2472.0,158.0,5,24.0,0.0,0.0,0.0,0.0,19.0,2.0,63.0,1.0,3.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,8868
1847,2017-05,New Jersey,0.0,0.0,5569.0,2931.0,194.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8694
1848,2017-05,New Mexico,1183.0,0.0,5204.0,3381.0,394.0,263,0.0,4.0,3.0,0.0,364.0,429.0,0.0,48.0,0.0,0.0,0.0,0.0,7.0,10.0,0.0,0.0,1.0,0.0,11291
1849,2017-05,New York,3224.0,1622.0,11633.0,12857.0,957.0,183,0.0,0.0,3.0,1.0,22.0,13.0,0.0,14.0,36.0,0.0,2.0,1.0,443.0,247.0,22.0,7.0,7.0,0.0,31294
1850,2017-05,North Carolina,24726.0,0.0,1363.0,9129.0,673.0,206,0.0,6.0,13.0,0.0,1629.0,1618.0,5.0,0.0,0.0,0.0,3.0,0.0,6.0,34.0,1.0,0.0,0.0,1.0,39413
1851,2017-05,North Dakota,1017.0,0.0,1413.0,1866.0,95.0,57,2.0,0.0,1.0,0.0,73.0,116.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,9.0,0.0,0.0,0.0,0.0,4654
1852,2017-05,Ohio,13712.0,66.0,25230.0,12924.0,1375.0,1059,0.0,4.0,3.0,0.0,1185.0,576.0,6.0,26.0,4.0,0.0,0.0,0.0,36.0,23.0,0.0,0.0,0.0,0.0,56229
1853,2017-05,Oklahoma,0.0,0.0,10599.0,7270.0,897.0,728,0.0,11.0,9.0,1.0,1683.0,1412.0,15.0,0.0,0.0,0.0,0.0,0.0,34.0,29.0,2.0,2.0,0.0,1.0,22693
1854,2017-05,Oregon,3978.0,8.0,13261.0,9115.0,0.0,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26466
1855,2017-05,Pennsylvania,24962.0,0.0,42646.0,11123.0,157.0,0,242.0,0.0,0.0,0.0,0.0,0.0,0.0,504.0,91.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79725
1856,2017-05,Puerto Rico,0.0,0.0,1279.0,217.0,67.0,31,0.0,0.0,1.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1600
1857,2017-05,Rhode Island,0.0,0.0,1048.0,541.0,82.0,182,0.0,0.0,0.0,0.0,3.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,11.0,8.0,0.0,2.0,1.0,0.0,1883
1858,2017-05,South Carolina,14550.0,525.0,9258.0,4234.0,494.0,617,0.0,25.0,10.0,2.0,937.0,504.0,4.0,68.0,5.0,0.0,0.0,0.0,7.0,4.0,1.0,1.0,0.0,2.0,31248
1859,2017-05,South Dakota,1331.0,0.0,2369.0,2578.0,253.0,145,0.0,2.0,2.0,0.0,123.0,179.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,12.0,2.0,1.0,0.0,0.0,7004
1860,2017-05,Tennessee,23584.0,0.0,22198.0,10745.0,1187.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57763
1861,2017-05,Texas,24168.0,0.0,42366.0,27991.0,2991.0,2226,0.0,32.0,16.0,3.0,5932.0,3793.0,35.0,65.0,5.0,0.0,0.0,0.0,55.0,39.0,8.0,3.0,2.0,2.0,109732
1862,2017-05,Utah,16351.0,56.0,3204.0,3144.0,214.0,0,0.0,1.0,3.0,0.0,217.0,292.0,1.0,211.0,87.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23844
1863,2017-05,Vermont,0.0,0.0,1306.0,1132.0,83.0,49,2.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2577
1864,2017-05,Virgin Islands,55.0,0.0,19.0,1.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,79
1865,2017-05,Virginia,1148.0,0.0,21697.0,12181.0,969.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36007
1866,2017-05,Washington,14176.0,42.0,15915.0,9682.0,1617.0,584,2.0,8.0,5.0,2.0,1083.0,867.0,5.0,443.0,114.0,8.0,0.0,0.0,722.0,500.0,24.0,10.0,7.0,0.0,45816
1867,2017-05,West Virginia,2141.0,0.0,5818.0,4329.0,262.0,321,7.0,10.0,12.0,0.0,1054.0,1080.0,0.0,4.0,1.0,4.0,0.0,0.0,22.0,16.0,0.0,0.0,1.0,3.0,15085
1868,2017-05,Wisconsin,13117.0,0.0,14070.0,9467.0,709.0,58,0.0,0.0,0.0,1.0,158.0,235.0,2.0,38.0,23.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,37888
1869,2017-05,Wyoming,435.0,19.0,1589.0,1578.0,101.0,91,5.0,2.0,0.0,0.0,132.0,163.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,7.0,1.0,0.0,0.0,0.0,4128
1870,2017-04,Alabama,17958.0,340.0,7131.0,4724.0,229.0,261,0.0,2.0,9.0,0.0,1049.0,920.0,2.0,0.0,0.0,0.0,0.0,0.0,12.0,11.0,1.0,1.0,2.0,0.0,32652
1871,2017-04,Alaska,289.0,0.0,2997.0,2840.0,221.0,233,0.0,2.0,4.0,0.0,191.0,155.0,0.0,26.0,13.0,0.0,0.0,0.0,4.0,6.0,2.0,0.0,0.0,0.0,6983
1872,2017-04,Arizona,7385.0,127.0,13302.0,7485.0,1109.0,658,0.0,9.0,1.0,1.0,1240.0,593.0,3.0,82.0,11.0,0.0,0.0,0.0,25.0,14.0,1.0,3.0,2.0,1.0,32052
1873,2017-04,Arkansas,3158.0,777.0,5670.0,4226.0,191.0,287,44.0,11.0,5.0,0.0,860.0,1188.0,3.0,0.0,0.0,0.0,0.0,0.0,14.0,15.0,1.0,1.0,1.0,0.0,16452
